Date/Time,Open,Close,High,Low,Volume,WAP,Count
2016-02-05 20:14:40,49.76,49.75,49.76,49.74,107,49.75,67
2016-02-05 20:14:45,49.75,49.75,49.75,49.74,205,49.74,104
2016-02-05 20:14:50,49.75,49.76,49.76,49.73,619,49.75,282
2016-02-05 20:14:55,49.76,49.76,49.77,49.75,114,49.76,75
2016-02-05 20:15:00,49.76,49.75,49.76,49.75,36,49.76,22
2016-02-05 20:15:05,49.76,49.76,49.76,49.75,49,49.76,22
2016-02-05 20:15:10,49.76,49.76,49.76,49.75,35,49.76,22
2016-02-05 20:15:15,49.75,49.74,49.76,49.73,540,49.75,279
2016-02-05 20:15:20,49.73,49.74,49.74,49.73,26,49.74,18
2016-02-05 20:15:25,49.73,49.74,49.74,49.73,22,49.74,15
2016-02-05 20:15:30,49.73,49.74,49.74,49.73,68,49.74,40
2016-02-05 20:15:35,49.74,49.73,49.74,49.73,19,49.74,7
2016-02-05 20:15:40,49.73,49.73,49.74,49.73,52,49.73,34
2016-02-05 20:15:45,49.73,49.74,49.74,49.73,61,49.74,35
2016-02-05 20:15:50,49.74,49.75,49.75,49.73,213,49.74,120
2016-02-05 20:15:55,49.76,49.78,49.78,49.75,154,49.77,122
2016-02-05 20:16:00,49.78,49.77,49.78,49.77,92,49.78,63
2016-02-05 20:16:05,49.78,49.78,49.78,49.77,30,49.78,20
2016-02-05 20:16:10,49.78,49.78,49.78,49.77,9,49.78,8
2016-02-05 20:16:15,49.78,49.78,49.81,49.77,448,49.79,286
2016-02-05 20:16:20,49.77,49.78,49.78,49.77,63,49.77,32
2016-02-05 20:16:25,49.78,49.76,49.79,49.75,316,49.77,169
2016-02-05 20:16:30,49.75,49.74,49.75,49.73,198,49.74,106
2016-02-05 20:16:35,49.74,49.73,49.74,49.73,14,49.74,6
2016-02-05 20:16:40,49.73,49.72,49.74,49.7,223,49.71,128
2016-02-05 20:16:45,49.72,49.75,49.75,49.71,137,49.73,89
2016-02-05 20:16:50,49.75,49.76,49.76,49.74,42,49.75,19
2016-02-05 20:16:55,49.76,49.75,49.76,49.75,20,49.76,9
2016-02-05 20:17:00,49.76,49.75,49.76,49.75,12,49.76,10
2016-02-05 20:17:05,49.76,49.79,49.79,49.75,412,49.78,215
2016-02-05 20:17:10,49.8,49.8,49.8,49.79,106,49.8,64
2016-02-05 20:17:15,49.8,49.8,49.8,49.79,47,49.8,18
2016-02-05 20:17:20,49.8,49.8,49.8,49.79,23,49.8,19
2016-02-05 20:17:25,49.8,49.82,49.82,49.79,56,49.81,40
2016-02-05 20:17:30,49.81,49.83,49.83,49.8,205,49.81,95
2016-02-05 20:17:35,49.83,49.86,49.86,49.82,362,49.84,164
2016-02-05 20:17:40,49.86,49.89,49.89,49.85,409,49.88,163
2016-02-05 20:17:45,49.89,49.88,49.89,49.87,364,49.88,124
2016-02-05 20:17:50,49.88,49.88,49.88,49.87,4,49.88,4
2016-02-05 20:17:55,49.88,49.88,49.88,49.87,9,49.88,2
2016-02-05 20:18:00,49.88,49.89,49.89,49.87,73,49.88,49
2016-02-05 20:18:05,49.89,49.93,49.93,49.88,342,49.9,196
2016-02-05 20:18:10,49.93,49.94,49.94,49.92,270,49.93,138
2016-02-05 20:18:15,49.93,49.93,49.94,49.92,96,49.93,74
2016-02-05 20:18:20,49.92,49.94,49.94,49.92,91,49.93,29
2016-02-05 20:18:25,49.93,49.93,49.94,49.93,21,49.94,18
2016-02-05 20:18:30,49.94,49.95,49.95,49.93,187,49.94,120
2016-02-05 20:18:35,49.94,49.95,49.96,49.94,71,49.95,21
2016-02-05 20:18:40,49.95,49.97,49.98,49.95,314,49.96,99
